ZIP3,STATE,POPULATION,AP,DENT,INN_AP,INN_DENT,FRAC_INN_AP,FRAC_INN_DENT,GP,PED,SURG,PERIO,ENDO,PROSTHO,PP_AP,PP_DENT,PP_GP,PP_PED,PP_SURG,PP_PERIO,PP_ENDO,PP_PROSTHO
524,IA,138268,181,164,55,48,0.303867,0.292683,44,0,2,0,3,1,763.911602,843.097561,3142.454545,999999.000000,69134.000000,999999.000000,46089.333333,138268.000000
525,IA,112172,72,67,15,15,0.208333,0.223881,15,0,1,0,0,0,1557.944444,1674.208955,7478.133333,999999.000000,112172.000000,999999.000000,999999.000000,999999.000000
526,IA,103988,116,104,47,38,0.405172,0.365385,37,0,2,0,0,0,896.448276,999.884615,2810.486486,999999.000000,51994.000000,999999.000000,999999.000000,999999.000000
527,IA,172241,140,131,34,31,0.242857,0.236641,31,0,1,0,0,0,1230.292857,1314.816794,5556.161290,999999.000000,172241.000000,999999.000000,999999.000000,999999.000000
528,IA,104708,168,139,81,66,0.482143,0.474820,65,0,2,0,0,0,623.261905,753.294964,1610.892308,999999.000000,52354.000000,999999.000000,999999.000000,999999.000000
530,WI,642874,895,701,270,188,0.301676,0.268188,170,5,7,3,1,2,718.294972,917.081312,3781.611765,128574.800000,91839.142857,214291.333333,642874.000000,321437.000000
531,WI,690683,920,678,329,209,0.357609,0.308260,189,6,4,4,2,2,750.742391,1018.706490,3654.407407,115113.833333,172670.750000,172670.750000,345341.500000,345341.500000
532,WI,823419,1189,807,517,241,0.434819,0.298637,213,4,8,7,4,1,692.530698,1020.345725,3865.816901,205854.750000,102927.375000,117631.285714,205854.750000,823419.000000
534,WI,125869,223,208,135,133,0.605381,0.639423,118,3,3,2,4,0,564.434978,605.139423,1066.686441,41956.333333,41956.333333,62934.500000,31467.250000,999999.000000
535,WI,559377,520,462,159,152,0.305769,0.329004,138,2,2,1,2,0,1075.725000,1210.772727,4053.456522,279688.500000,279688.500000,559377.000000,279688.500000,999999.000000
537,WI,291412,513,411,175,127,0.341131,0.309002,119,0,4,3,2,0,568.054581,709.031630,2448.840336,999999.000000,72853.000000,97137.333333,145706.000000,999999.000000
538,WI,59921,41,36,1,1,0.024390,0.027778,1,0,0,0,0,0,1461.487805,1664.472222,59921.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
539,WI,199739,105,101,2,2,0.019048,0.019802,2,0,0,0,0,0,1902.276190,1977.613861,99869.500000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
540,WI,148744,133,107,42,24,0.315789,0.224299,21,3,0,0,0,0,1118.375940,1390.130841,7083.047619,49581.333333,999999.000000,999999.000000,999999.000000,999999.000000
541,WI,257075,160,131,43,26,0.268750,0.198473,20,1,7,0,0,0,1606.718750,1962.404580,12853.750000,257075.000000,36725.000000,999999.000000,999999.000000,999999.000000
542,WI,126521,161,145,74,70,0.459627,0.482759,62,0,9,0,0,1,785.844720,872.558621,2040.661290,999999.000000,14057.888889,999999.000000,999999.000000,126521.000000
543,WI,182776,385,324,177,153,0.459740,0.472222,128,2,17,2,3,0,474.742857,564.123457,1427.937500,91388.000000,10751.529412,91388.000000,60925.333333,999999.000000
544,WI,387504,442,326,132,65,0.298643,0.199387,60,0,3,0,1,1,876.705882,1188.662577,6458.400000,999999.000000,129168.000000,999999.000000,387504.000000,387504.000000
545,WI,87731,84,81,3,3,0.035714,0.037037,2,1,0,0,0,0,1044.416667,1083.098765,43865.500000,87731.000000,999999.000000,999999.000000,999999.000000,999999.000000
546,WI,249842,275,223,64,54,0.232727,0.242152,53,1,2,0,0,1,908.516364,1120.367713,4714.000000,249842.000000,124921.000000,999999.000000,999999.000000,249842.000000
547,WI,266469,248,210,18,18,0.072581,0.085714,16,0,0,0,0,1,1074.471774,1268.900000,16654.312500,999999.000000,999999.000000,999999.000000,999999.000000,266469.000000
548,WI,177331,136,123,7,5,0.051471,0.040650,5,0,0,0,0,0,1303.904412,1441.715447,35466.200000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
549,WI,485959,569,484,156,120,0.274165,0.247934,105,2,6,2,0,1,854.057996,1004.047521,4628.180952,242979.500000,80993.166667,242979.500000,999999.000000,485959.000000
550,MN,684097,2125,791,1739,494,0.818353,0.624526,420,6,27,6,21,4,321.928000,864.850822,1628.802381,114016.166667,25336.925926,114016.166667,32576.047619,171024.250000
551,MN,793815,3421,1153,2705,641,0.790704,0.555941,536,15,38,17,39,5,232.041801,688.477884,1480.998134,52921.000000,20889.868421,46695.000000,20354.230769,158763.000000
553,MN,1004765,4041,1137,3285,613,0.812918,0.539138,510,10,30,13,43,3,248.642663,883.698329,1970.127451,100476.500000,33492.166667,77289.615385,23366.627907,334921.666667
554,MN,1080992,3830,1444,2649,587,0.691645,0.406510,490,14,26,13,39,3,282.243342,748.609418,2206.106122,77213.714286,41576.615385,83153.230769,27717.743590,360330.666667
556,MN,15658,7,7,0,0,0.000000,0.000000,0,0,0,0,0,0,2236.857143,2236.857143,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
557,MN,168555,126,112,2,2,0.015873,0.017857,2,0,0,0,0,0,1337.738095,1504.955357,84277.500000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
558,MN,117067,238,195,97,80,0.407563,0.410256,80,0,0,0,0,0,491.878151,600.343590,1463.337500,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
559,MN,334763,573,439,245,174,0.427574,0.396355,169,4,2,0,1,1,584.228621,762.558087,1980.846154,83690.750000,167381.500000,999999.000000,334763.000000,334763.000000
560,MN,262062,230,194,23,22,0.100000,0.113402,15,0,6,2,0,0,1139.400000,1350.835052,17470.800000,999999.000000,43677.000000,131031.000000,999999.000000,999999.000000
561,MN,89990,45,42,4,4,0.088889,0.095238,4,0,0,0,0,0,1999.777778,2142.619048,22497.500000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
562,MN,142631,102,91,11,9,0.107843,0.098901,3,0,1,0,7,0,1398.343137,1567.373626,47543.666667,999999.000000,142631.000000,999999.000000,20375.857143,999999.000000
563,MN,314357,291,249,42,41,0.144330,0.164659,31,0,2,0,8,2,1080.264605,1262.477912,10140.548387,999999.000000,157178.500000,999999.000000,39294.625000,157178.500000
564,MN,146019,111,97,5,5,0.045045,0.051546,4,1,1,0,0,0,1315.486486,1505.350515,36504.750000,146019.000000,146019.000000,999999.000000,999999.000000,999999.000000
565,MN,174564,127,117,0,0,0.000000,0.000000,0,0,0,0,0,0,1374.519685,1492.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
566,MN,91908,80,70,11,11,0.137500,0.157143,10,0,1,0,0,0,1148.850000,1312.971429,9190.800000,999999.000000,91908.000000,999999.000000,999999.000000,999999.000000
567,MN,69606,34,31,0,0,0.000000,0.000000,0,0,0,0,0,0,2047.235294,2245.354839,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
570,SD,182295,117,99,2,2,0.017094,0.020202,2,0,0,0,0,0,1558.076923,1841.363636,91147.500000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
571,SD,177850,180,153,20,11,0.111111,0.071895,11,0,1,0,0,0,988.055556,1162.418301,16168.181818,999999.000000,177850.000000,999999.000000,999999.000000,999999.000000
572,SD,72022,50,46,0,0,0.000000,0.000000,0,0,0,0,0,0,1440.440000,1565.695652,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
573,SD,83269,59,51,0,0,0.000000,0.000000,0,0,0,0,0,0,1411.338983,1632.725490,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
574,SD,61910,54,40,10,10,0.185185,0.250000,10,0,0,0,0,0,1146.481481,1547.750000,6191.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
575,SD,53809,39,34,0,0,0.000000,0.000000,0,0,0,0,0,0,1379.717949,1582.617647,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
576,SD,21681,15,11,0,0,0.000000,0.000000,0,0,0,0,0,0,1445.400000,1971.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
577,SD,202228,188,161,7,7,0.037234,0.043478,7,0,0,0,0,0,1075.680851,1256.074534,28889.714286,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
580,ND,88753,47,43,1,1,0.021277,0.023256,1,0,0,0,0,0,1888.361702,2064.023256,88753.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
581,ND,120065,177,152,19,18,0.107345,0.118421,17,0,1,0,0,0,678.333333,789.901316,7062.647059,999999.000000,120065.000000,999999.000000,999999.000000,999999.000000
582,ND,99185,96,80,9,9,0.093750,0.112500,9,0,0,0,0,0,1033.177083,1239.812500,11020.555556,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
583,ND,51068,36,34,0,0,0.000000,0.000000,0,0,0,0,0,0,1418.555556,1502.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
584,ND,46222,26,24,0,0,0.000000,0.000000,0,0,0,0,0,0,1777.769231,1925.916667,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
585,ND,149691,133,111,7,7,0.052632,0.063063,7,0,0,0,1,0,1125.496241,1348.567568,21384.428571,999999.000000,999999.000000,999999.000000,149691.000000,999999.000000
586,ND,48479,27,23,0,0,0.000000,0.000000,0,0,0,0,0,0,1795.518519,2107.782609,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
587,ND,98371,94,77,9,8,0.095745,0.103896,8,0,0,0,1,0,1046.500000,1277.545455,12296.375000,999999.000000,999999.000000,999999.000000,98371.000000,999999.000000
588,ND,42765,36,30,1,1,0.027778,0.033333,1,0,0,0,0,0,1187.916667,1425.500000,42765.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
590,MT,85991,40,35,0,0,0.000000,0.000000,0,0,0,0,0,0,2149.775000,2456.885714,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
591,MT,136413,169,148,7,7,0.041420,0.047297,6,0,0,0,1,0,807.177515,921.709459,22735.500000,999999.000000,999999.000000,999999.000000,136413.000000,999999.000000
592,MT,38734,19,18,1,1,0.052632,0.055556,1,0,0,0,0,0,2038.631579,2151.888889,38734.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
593,MT,35317,20,17,0,0,0.000000,0.000000,0,0,0,0,0,0,1765.850000,2077.470588,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
594,MT,130169,125,107,3,3,0.024000,0.028037,3,0,0,0,0,0,1041.352000,1216.532710,43389.666667,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
595,MT,31199,32,30,5,5,0.156250,0.166667,5,0,0,0,0,0,974.968750,1039.966667,6239.800000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
596,MT,80534,78,68,0,0,0.000000,0.000000,0,0,0,0,0,0,1032.487179,1184.323529,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
597,MT,172578,172,142,11,10,0.063953,0.070423,9,1,0,0,0,0,1003.360465,1215.338028,19175.333333,172578.000000,999999.000000,999999.000000,999999.000000,999999.000000
598,MT,199595,239,170,47,18,0.196653,0.105882,16,1,2,0,0,0,835.125523,1174.088235,12474.687500,199595.000000,99797.500000,999999.000000,999999.000000,999999.000000
599,MT,119915,123,104,7,7,0.056911,0.067308,7,0,0,0,0,0,974.918699,1153.028846,17130.714286,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
600,WI,1649237,3117,2403,966,668,0.309913,0.277986,572,14,23,25,13,3,529.110363,686.324178,2883.281469,117802.642857,71705.956522,65969.480000,126864.384615,549745.666667
601,IL,1443048,2833,1898,1413,794,0.498765,0.418335,697,9,37,26,26,5,509.370985,760.299262,2070.370158,160338.666667,39001.297297,55501.846154,55501.846154,288609.600000
602,IL,79756,158,144,45,45,0.284810,0.312500,40,1,1,4,4,0,504.784810,553.861111,1993.900000,79756.000000,79756.000000,19939.000000,19939.000000,999999.000000
603,IL,63444,136,117,29,29,0.213235,0.247863,28,0,3,1,0,0,466.500000,542.256410,2265.857143,999999.000000,21148.000000,63444.000000,999999.000000,999999.000000
604,IL,1456317,2478,1602,1295,723,0.522599,0.451311,622,12,44,27,18,3,587.698547,909.061798,2341.345659,121359.750000,33098.113636,53937.666667,80906.500000,485439.000000
605,IL,1040963,2062,1472,1013,645,0.491271,0.438179,547,14,31,30,31,7,504.831717,707.175951,1903.040219,74354.500000,33579.451613,34698.766667,33579.451613,148709.000000
606,IL,2706243,4421,3009,1791,1047,0.405112,0.347956,935,18,37,36,40,5,612.133680,899.382851,2894.377540,150346.833333,73141.702703,75173.416667,67656.075000,541248.600000
607,IL,109339,329,311,161,157,0.489362,0.504823,144,0,3,5,3,0,332.337386,351.572347,759.298611,999999.000000,36446.333333,21867.800000,36446.333333,999999.000000
608,IL,154749,156,151,90,90,0.576923,0.596026,89,0,0,2,0,1,991.980769,1024.827815,1738.752809,999999.000000,999999.000000,77374.500000,999999.000000,154749.000000
609,IL,164671,110,101,30,30,0.272727,0.297030,25,0,1,1,1,0,1497.009091,1630.405941,6586.840000,999999.000000,164671.000000,164671.000000,164671.000000,999999.000000
610,IL,304409,230,186,73,47,0.317391,0.252688,44,0,2,0,0,0,1323.517391,1636.607527,6918.386364,999999.000000,152204.500000,999999.000000,999999.000000,999999.000000
611,IL,230341,388,308,165,120,0.425258,0.389610,106,0,5,2,10,0,593.662371,747.860390,2173.028302,999999.000000,46068.200000,115170.500000,23034.100000,999999.000000
612,IL,211244,276,227,136,110,0.492754,0.484581,103,0,0,0,0,0,765.376812,930.590308,2050.912621,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
613,IL,146566,154,142,67,66,0.435065,0.464789,64,0,0,0,0,0,951.727273,1032.154930,2290.093750,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
614,IL,143139,99,86,25,23,0.252525,0.267442,22,0,1,1,0,0,1445.848485,1664.406977,6506.318182,999999.000000,143139.000000,143139.000000,999999.000000,999999.000000
615,IL,205457,99,92,6,6,0.060606,0.065217,5,0,0,0,0,0,2075.323232,2233.228261,41091.400000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
616,IL,171791,431,343,221,175,0.512761,0.510204,166,0,2,1,1,0,398.587007,500.848397,1034.885542,999999.000000,85895.500000,171791.000000,171791.000000,999999.000000
617,IL,237921,249,210,80,72,0.321285,0.342857,72,0,0,0,0,0,955.506024,1132.957143,3304.458333,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
618,IL,296288,377,283,178,126,0.472149,0.445230,124,1,0,1,0,0,785.909814,1046.954064,2389.419355,296288.000000,999999.000000,296288.000000,999999.000000,999999.000000
619,IL,106133,77,73,18,18,0.233766,0.246575,18,0,0,0,0,0,1378.350649,1453.876712,5896.277778,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
620,IL,302872,403,307,136,96,0.337469,0.312704,86,0,1,1,3,1,751.543424,986.553746,3521.767442,999999.000000,302872.000000,302872.000000,100957.333333,302872.000000
622,IN,458394,429,350,137,109,0.319347,0.311429,102,0,6,1,0,0,1068.517483,1309.697143,4494.058824,999999.000000,76399.000000,458394.000000,999999.000000,999999.000000
623,IL,109600,130,122,60,59,0.461538,0.483607,58,0,1,1,0,0,843.076923,898.360656,1889.655172,999999.000000,109600.000000,109600.000000,999999.000000,999999.000000
624,IL,148427,62,56,12,10,0.193548,0.178571,10,0,0,0,0,0,2393.983871,2650.482143,14842.700000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
625,IL,180594,192,177,95,94,0.494792,0.531073,89,0,1,0,0,0,940.593750,1020.305085,2029.146067,999999.000000,180594.000000,999999.000000,999999.000000,999999.000000
626,IL,160267,95,92,21,21,0.221053,0.228261,20,0,0,0,0,0,1687.021053,1742.032609,8013.350000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
627,IL,141817,375,302,218,174,0.581333,0.576159,168,0,1,1,0,0,378.178667,469.592715,844.148810,999999.000000,141817.000000,141817.000000,999999.000000,999999.000000
628,IL,208216,130,122,49,45,0.376923,0.368852,45,1,0,0,0,0,1601.661538,1706.688525,4627.022222,208216.000000,999999.000000,999999.000000,999999.000000,999999.000000
629,IL,223265,218,177,88,68,0.403670,0.384181,68,1,0,0,0,0,1024.151376,1261.384181,3283.308824,223265.000000,999999.000000,999999.000000,999999.000000,999999.000000
630,MO,725892,880,675,324,245,0.368182,0.362963,189,9,26,3,5,1,824.877273,1075.395556,3840.698413,80654.666667,27918.923077,241964.000000,145178.400000,725892.000000
631,MO,920691,1169,848,412,257,0.352438,0.303066,203,7,37,4,4,0,787.588537,1085.720519,4535.423645,131527.285714,24883.540541,230172.750000,230172.750000,999999.000000
633,MO,508921,541,405,271,183,0.500924,0.451852,140,8,18,2,3,0,940.704251,1256.595062,3635.150000,63615.125000,28273.388889,254460.500000,169640.333333,999999.000000
634,MO,67433,31,29,1,1,0.032258,0.034483,1,0,0,0,0,0,2175.258065,2325.275862,67433.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
635,MO,61404,38,30,0,0,0.000000,0.000000,0,0,0,0,0,0,1615.894737,2046.800000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
636,MO,134572,111,91,60,50,0.540541,0.549451,49,0,1,0,0,0,1212.360360,1478.813187,2746.367347,999999.000000,134572.000000,999999.000000,999999.000000,999999.000000
637,MO,128710,100,84,12,12,0.120000,0.142857,9,0,2,0,0,0,1287.100000,1532.261905,14301.111111,999999.000000,64355.000000,999999.000000,999999.000000,999999.000000
638,MO,119593,70,52,2,2,0.028571,0.038462,2,0,0,0,0,0,1708.471429,2299.865385,59796.500000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
639,MO,84442,53,45,12,12,0.226415,0.266667,12,0,0,0,0,0,1593.245283,1876.488889,7036.833333,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
640,MO,623478,710,529,365,265,0.514085,0.500945,219,10,16,8,8,0,878.138028,1178.597353,2846.931507,62347.800000,38967.375000,77934.750000,77934.750000,999999.000000
641,MO,569347,872,670,302,226,0.346330,0.337313,186,13,20,7,6,0,652.920872,849.771642,3061.005376,43795.923077,28467.350000,81335.285714,94891.166667,999999.000000
644,MO,103070,49,44,6,5,0.122449,0.113636,3,0,2,0,0,0,2103.469388,2342.500000,34356.666667,999999.000000,51535.000000,999999.000000,999999.000000,999999.000000
645,MO,87129,90,75,21,21,0.233333,0.280000,15,0,4,0,1,1,968.100000,1161.720000,5808.600000,999999.000000,21782.250000,999999.000000,87129.000000,87129.000000
646,MO,71378,71,45,35,24,0.492958,0.533333,24,2,0,0,0,0,1005.323944,1586.177778,2974.083333,35689.000000,999999.000000,999999.000000,999999.000000,999999.000000
647,MO,114396,135,78,94,43,0.696296,0.551282,40,3,0,0,1,0,847.377778,1466.615385,2859.900000,38132.000000,999999.000000,999999.000000,114396.000000,999999.000000
648,MO,198261,187,131,90,59,0.481283,0.450382,49,2,6,0,1,0,1060.219251,1513.442748,4046.142857,99130.500000,33043.500000,999999.000000,198261.000000,999999.000000
650,MO,156401,85,78,23,23,0.270588,0.294872,23,0,0,0,0,0,1840.011765,2005.141026,6800.043478,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
651,MO,69323,83,72,12,12,0.144578,0.166667,9,0,2,0,0,0,835.216867,962.819444,7702.555556,999999.000000,34661.500000,999999.000000,999999.000000,999999.000000
652,MO,272750,292,196,87,39,0.297945,0.198980,36,3,2,0,1,0,934.075342,1391.581633,7576.388889,90916.666667,136375.000000,999999.000000,272750.000000,999999.000000
653,MO,103836,98,75,46,34,0.469388,0.453333,30,0,2,0,2,0,1059.551020,1384.480000,3461.200000,999999.000000,51918.000000,999999.000000,51918.000000,999999.000000
654,MO,94525,93,82,19,19,0.204301,0.231707,18,1,0,0,0,0,1016.397849,1152.743902,5251.388889,94525.000000,999999.000000,999999.000000,999999.000000,999999.000000
655,MO,124005,64,56,4,4,0.062500,0.071429,4,0,0,0,0,1,1937.578125,2214.375000,31001.250000,999999.000000,999999.000000,999999.000000,999999.000000,124005.000000
656,MO,211606,183,137,78,64,0.426230,0.467153,55,1,8,1,2,0,1156.316940,1544.569343,3847.381818,211606.000000,26450.750000,211606.000000,105803.000000,999999.000000
657,MO,295316,149,126,32,30,0.214765,0.238095,30,0,0,0,0,0,1981.986577,2343.777778,9843.866667,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
658,MO,228978,315,259,74,65,0.234921,0.250965,51,0,10,0,9,0,726.914286,884.084942,4489.764706,999999.000000,22897.800000,999999.000000,25442.000000,999999.000000
660,KS,506599,391,324,116,96,0.296675,0.296296,82,1,9,2,4,1,1295.649616,1563.577160,6178.036585,506599.000000,56288.777778,253299.500000,126649.750000,506599.000000
661,KS,155507,172,146,110,98,0.639535,0.671233,80,18,4,1,2,0,904.110465,1065.116438,1943.837500,8639.277778,38876.750000,155507.000000,77753.500000,999999.000000
662,KS,390614,742,545,287,206,0.386792,0.377982,158,21,19,8,5,1,526.433962,716.722936,2472.240506,18600.666667,20558.631579,48826.750000,78122.800000,390614.000000
664,KS,86811,65,62,11,11,0.169231,0.177419,11,0,0,0,0,0,1335.553846,1400.177419,7891.909091,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
665,KS,132970,106,92,13,13,0.122642,0.141304,13,0,0,0,0,0,1254.433962,1445.326087,10228.461538,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
666,KS,163517,159,143,33,33,0.207547,0.230769,31,1,0,0,0,0,1028.408805,1143.475524,5274.741935,163517.000000,999999.000000,999999.000000,999999.000000,999999.000000
667,KS,115480,104,59,44,16,0.423077,0.271186,16,0,0,0,0,0,1110.384615,1957.288136,7217.500000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
668,KS,58960,41,39,8,8,0.195122,0.205128,8,0,0,0,0,0,1438.048780,1511.794872,7370.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
669,KS,24385,9,8,1,1,0.111111,0.125000,1,0,0,0,0,0,2709.444444,3048.125000,24385.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
670,KS,185290,87,81,10,10,0.114943,0.123457,10,0,0,0,0,0,2129.770115,2287.530864,18529.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
671,KS,113071,67,62,8,8,0.119403,0.129032,8,0,0,0,0,0,1687.626866,1823.725806,14133.875000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
672,KS,417021,452,337,114,78,0.252212,0.231454,76,1,1,0,0,0,922.612832,1237.451039,5487.118421,417021.000000,417021.000000,999999.000000,999999.000000,999999.000000
673,KS,59330,71,40,37,13,0.521127,0.325000,13,0,0,0,0,0,835.633803,1483.250000,4563.846154,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
674,NM,135696,96,90,10,10,0.104167,0.111111,10,0,0,0,0,0,1413.500000,1507.733333,13569.600000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
675,KS,120904,74,63,3,3,0.040541,0.047619,3,0,0,0,0,0,1633.837838,1919.111111,40301.333333,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
676,KS,58953,45,40,3,3,0.066667,0.075000,3,0,0,0,0,0,1310.066667,1473.825000,19651.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
677,KS,30600,19,17,0,0,0.000000,0.000000,0,0,0,0,0,0,1610.526316,1800.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
678,KS,117348,71,59,10,4,0.140845,0.067797,4,0,0,0,0,0,1652.788732,1988.949153,29337.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
679,KS,30825,11,11,0,0,0.000000,0.000000,0,0,0,0,0,0,2802.272727,2802.272727,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
680,NE,210251,247,210,115,110,0.465587,0.523810,98,2,7,2,3,0,851.218623,1001.195238,2145.418367,105125.500000,30035.857143,105125.500000,70083.666667,999999.000000
681,NE,621426,1108,681,552,313,0.498195,0.459618,264,15,21,0,11,2,560.853791,912.519824,2353.886364,41428.400000,29591.714286,999999.000000,56493.272727,310713.000000
683,NE,81125,43,40,1,1,0.023256,0.025000,1,0,0,0,0,0,1886.627907,2028.125000,81125.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
684,NE,71514,49,42,6,6,0.122449,0.142857,6,0,0,0,0,0,1459.469388,1702.714286,11919.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
685,NE,285827,471,365,70,61,0.148620,0.167123,54,2,5,0,3,0,606.851380,783.087671,5293.092593,142913.500000,57165.400000,999999.000000,95275.666667,999999.000000
686,NE,74601,34,33,4,4,0.117647,0.121212,3,0,0,0,0,0,2194.147059,2260.636364,24867.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
687,NE,127062,119,108,13,13,0.109244,0.120370,13,0,1,0,0,0,1067.747899,1176.500000,9774.000000,999999.000000,127062.000000,999999.000000,999999.000000,999999.000000
688,NE,168375,159,145,25,25,0.157233,0.172414,23,1,2,0,2,0,1058.962264,1161.206897,7320.652174,168375.000000,84187.500000,999999.000000,84187.500000,999999.000000
689,NE,72453,47,43,0,0,0.000000,0.000000,0,0,0,0,0,0,1541.553191,1684.953488,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
690,NE,25268,13,10,0,0,0.000000,0.000000,0,0,0,0,0,0,1943.692308,2526.800000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
691,NE,78284,64,56,0,0,0.000000,0.000000,0,0,0,0,0,0,1223.187500,1397.928571,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
692,NE,8557,13,12,0,0,0.000000,0.000000,0,0,0,0,0,0,658.230769,713.083333,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
693,NE,69435,55,48,0,0,0.000000,0.000000,0,0,0,0,0,0,1262.454545,1446.562500,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
700,LA,578436,1052,613,613,275,0.582700,0.448613,244,13,6,9,6,0,549.844106,943.615008,2370.639344,44495.076923,96406.000000,64270.666667,96406.000000,999999.000000
701,LA,426774,766,553,311,222,0.406005,0.401447,203,11,5,5,4,0,557.146214,771.743219,2102.334975,38797.636364,85354.800000,85354.800000,106693.500000,999999.000000
703,LA,280932,301,251,165,139,0.548173,0.553785,132,3,1,5,0,0,933.328904,1119.250996,2128.272727,93644.000000,280932.000000,56186.400000,999999.000000,999999.000000
704,LA,446033,930,470,649,274,0.697849,0.582979,236,17,6,10,8,1,479.605376,949.006383,1889.970339,26237.235294,74338.833333,44603.300000,55754.125000,446033.000000
705,LA,642161,482,359,108,71,0.224066,0.197772,66,0,3,2,1,0,1332.284232,1788.749304,9729.712121,999999.000000,214053.666667,321080.500000,642161.000000,999999.000000
706,LA,270669,205,165,55,44,0.268293,0.266667,40,0,3,1,0,0,1320.336585,1640.418182,6766.725000,999999.000000,90223.000000,270669.000000,999999.000000,999999.000000
707,LA,421834,569,321,429,206,0.753954,0.641745,185,9,3,6,4,0,741.360281,1314.124611,2280.183784,46870.444444,140611.333333,70305.666667,105458.500000,999999.000000
708,LA,380879,543,422,196,164,0.360958,0.388626,143,14,4,2,1,2,701.434622,902.556872,2663.489510,27205.642857,95219.750000,190439.500000,380879.000000,190439.500000
710,LA,178430,69,53,20,10,0.289855,0.188679,10,0,0,0,0,0,2585.942029,3366.603774,17843.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
711,LA,306897,482,319,152,71,0.315353,0.222571,69,0,2,0,0,0,636.715768,962.059561,4447.782609,999999.000000,153448.500000,999999.000000,999999.000000,999999.000000
