LATITUDE,LONGITUDE,INN
37.3216187,-121.9450668,FALSE
37.3216228,-121.9616682,FALSE
37.3217072,-121.9430225,FALSE
37.321708,-121.9436447,TRUE
37.321709,-121.7718352,FALSE
37.3217633,-122.0016242,FALSE
37.3218825,-122.0173072,FALSE
37.3219537,-122.0145276,FALSE
37.322012,-121.9924908,TRUE
37.3220585,-121.8274478,FALSE
37.322131,-122.0351709,FALSE
37.3221471,-122.0691471,TRUE
37.322181,-121.8232992,FALSE
37.3222903,-122.0098051,FALSE
37.322465,-121.9790364,FALSE
37.3224885,-121.9711329,TRUE
37.3225006,-122.0689636,FALSE
37.3225966,-122.0046676,TRUE
37.3228246,-122.0691131,TRUE
37.3228282,-122.0099041,TRUE
37.322829,-122.0098618,TRUE
37.3229679,-121.9385783,FALSE
37.3230287,-121.8243055,TRUE
37.3230603,-121.8181605,FALSE
37.3230897,-121.9461112,FALSE
37.3232721,-121.9931275,FALSE
37.3233379,-122.0243867,FALSE
37.3233502,-121.7953471,TRUE
37.3233973,-122.0251861,TRUE
37.323398,-121.9930299,TRUE
37.3234292,-121.9731496,FALSE
37.3235221,-122.035355,FALSE
37.323523,-122.0298084,FALSE
37.323584,-121.9619215,TRUE
37.3235875,-121.9236237,FALSE
37.3236118,-121.9723261,FALSE
37.3236756,-121.796396,FALSE
37.3237331,-121.9377408,FALSE
37.3238057,-121.7761526,FALSE
37.3238266,-122.0199014,FALSE
37.3238315,-122.0228429,FALSE
37.3238557,-121.9818929,TRUE
37.3238869,-122.0180906,FALSE
37.3240957,-121.9378894,TRUE
37.3241013,-121.9187326,FALSE
37.3241144,-121.9851004,FALSE
37.324209,-122.0163867,FALSE
37.3243317,-121.9143986,TRUE
37.3246458,-121.7717016,FALSE
37.3246579,-121.8234178,TRUE
37.3247042,-122.0337469,FALSE
37.3247667,-121.7985129,TRUE
37.324833,-121.961862,FALSE
37.3252277,-121.9322783,TRUE
37.3252775,-121.9403338,FALSE
37.3253542,-121.8224984,TRUE
37.3254374,-121.9142207,TRUE
37.3255358,-121.9136429,FALSE
37.3255528,-121.8776966,FALSE
37.3256289,-121.8139115,FALSE
37.3256626,-121.8220646,TRUE
37.3258631,-121.9331339,FALSE
37.3260529,-121.9316894,FALSE
37.3261715,-121.8187612,FALSE
37.3262506,-121.9108867,FALSE
37.32626,-121.966455,FALSE
37.3263056,-121.796491,FALSE
37.3264793,-121.9323339,FALSE
37.326606,-121.9402893,FALSE
37.3266936,-121.9329339,FALSE
37.3267007,-121.9379117,TRUE
37.3267358,-121.9333561,FALSE
37.3267718,-122.0393957,FALSE
37.3267945,-121.8200822,FALSE
37.3268234,-121.9326894,FALSE
37.326842,-121.9343783,FALSE
37.3268587,-121.9348228,FALSE
37.3268705,-121.9355339,FALSE
37.327185,-122.0400173,FALSE
37.3271869,-121.9440447,FALSE
37.3271902,-121.9445335,FALSE
37.327233,-121.9328894,FALSE
37.3272888,-121.8846,FALSE
37.3273431,-121.9357117,TRUE
37.3273816,-121.9363339,TRUE
37.3273839,-121.9342458,TRUE
37.3273887,-121.9342458,TRUE
37.327403,-121.7688307,FALSE
37.3274549,-121.8194639,TRUE
37.3276569,-121.9336672,TRUE
37.3280977,-121.7729924,FALSE
37.3283447,-121.7687639,FALSE
37.3284105,-121.858129,TRUE
37.3287019,-121.796402,FALSE
37.3290695,-121.7976258,TRUE
37.3295301,-121.7970918,TRUE
37.3297621,-122.0204565,FALSE
37.3301759,-121.7974478,FALSE
37.330185,-121.953337,FALSE
37.3301941,-121.9533294,FALSE
37.3302197,-121.9537452,TRUE
37.3302812,-121.9533273,FALSE
37.3303403,-121.798093,FALSE
37.3306945,-121.8551491,FALSE
37.3308372,-121.9216441,FALSE
